unique_key,created_date,complaint_type,descriptor,status,agency,agency_name,incident_zip,city,borough,street_name,latitude,longitude,location
70093182,2026-08-17T09:55:14.000,Sewer Maintenance,Catch Basin Clogged,In Progress,DEP,Department of Environmental Protection,11206.0,BROOKLYN,BROOKLYN,HARRISON AVENUE,40.701684002079695,-73.94883396996896,POINT (-73.948833969969 40.70168400208)
70091995,2026-08-17T09:55:01.000,Street Condition,Defective Hardware,In Progress,DOT,Department of Transportation,10024.0,,MANHATTAN,WEST 86 STREET,40.78648556883817,-73.97217258063515,POINT (-73.972172580635 40.786485568838)
70094428,2026-08-17T09:55:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,,,BROOKLYN,,,,
70102026,2026-08-17T09:54:43.000,WATER LEAK,DAMP SPOT,Open,HPD,Department of Housing Preservation and Development,10451.0,BRONX,BRONX,CONCOURSE VILLAGE EAST,40.823179958885945,-73.91978854856163,POINT (-73.919788548562 40.823179958886)
70095101,2026-08-17T09:54:37.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,11434.0,JAMAICA,QUEENS,115 ROAD,40.6851590581545,-73.7902195142739,POINT (-73.790219514274 40.685159058155)
70099237,2026-08-17T09:54:27.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10453.0,BRONX,BRONX,EAST  177 STREET,40.84982297098418,-73.90883316869436,POINT (-73.908833168694 40.849822970984)
70093401,2026-08-17T09:54:20.000,Street Condition,Failed Street Repair,In Progress,DOT,Department of Transportation,11222.0,BROOKLYN,BROOKLYN,MONITOR STREET,40.72541774599662,-73.94256338153217,POINT (-73.942563381532 40.725417745997)
70094012,2026-08-17T09:54:18.000,Damaged Tree,Branch Cracked and Will Fall,Closed,DPR,Department of Parks and Recreation,10306.0,STATEN ISLAND,STATEN ISLAND,WEED AVENUE,40.56679369701477,-74.10451175243037,POINT (-74.10451175243 40.566793697015)
70097580,2026-08-17T09:54:16.000,Sidewalk Condition,Sidewalk Grating - Defective,In Progress,DOT,Department of Transportation,10004.0,NEW YORK,MANHATTAN,GREENWICH STREET,40.70615746640427,-74.01436221847669,POINT (-74.014362218477 40.706157466404)
70094313,2026-08-17T09:54:00.000,Dirty Condition,Debris from Car Accident,In Progress,DSNY,Department of Sanitation,11357.0,WHITESTONE,QUEENS,25 AVENUE,40.77485372031302,-73.80340779061721,POINT (-73.803407790617 40.774853720313)
70100122,2026-08-17T09:53:55.000,Water Maintenance,Fire Hydrant Running,In Progress,DEP,Department of Environmental Protection,10459.0,,BRONX,WEST FARMS ROAD,40.82681133349316,-73.88997783439761,POINT (-73.889977834398 40.826811333493)
70100552,2026-08-17T09:53:00.000,Street Light Condition,Street Light Lamp Dim,Open,DOT,Department of Transportation,11694.0,FAR ROCKAWAY,QUEENS,BEACH  131 STREET,40.58030864260871,-73.85250478733249,POINT (-73.852504787332 40.580308642609)
70096238,2026-08-17T09:52:43.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,11210.0,,BROOKLYN,NEW YORK AVENUE,40.634177116402896,-73.94487930900152,POINT (-73.944879309002 40.634177116403)
70096255,2026-08-17T09:52:10.000,Street Condition,Failed Street Repair,In Progress,DOT,Department of Transportation,11104.0,SUNNYSIDE,QUEENS,GREENPOINT AVENUE,40.73912657734912,-73.92599544074744,POINT (-73.925995440747 40.739126577349)
70097205,2026-08-17T09:52:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,10312.0,STATEN ISLAND,STATEN ISLAND,,40.5279085118367,-74.16485464635046,POINT (-74.16485464635 40.527908511837)
70094981,2026-08-17T09:52:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,10022.0,MANHATTAN,MANHATTAN,,40.75545341720192,-73.96210072841701,POINT (-73.962100728417 40.755453417202)
70099891,2026-08-17T09:51:43.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11209.0,BROOKLYN,BROOKLYN,3 AVENUE,40.633314310702325,-74.02702136197861,POINT (-74.027021361979 40.633314310702)
70093002,2026-08-17T09:51:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,,,BROOKLYN,,,,
70093667,2026-08-17T09:50:56.000,WATER LEAK,DAMP SPOT,Open,HPD,Department of Housing Preservation and Development,10040.0,NEW YORK,MANHATTAN,SHERMAN AVENUE,40.86266830600508,-73.92847903972765,POINT (-73.928479039728 40.862668306005)
70098471,2026-08-17T09:50:48.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11205.0,BROOKLYN,BROOKLYN,KOSCIUSKO STREET,40.69052253401632,-73.95233669076033,POINT (-73.95233669076 40.690522534016)
70098941,2026-08-17T09:50:47.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,11230.0,,BROOKLYN,CHESTNUT AVENUE,40.61910563757932,-73.95830950968423,POINT (-73.958309509684 40.619105637579)
70101318,2026-08-17T09:50:35.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11215.0,BROOKLYN,BROOKLYN,5 AVENUE,40.67201504743721,-73.98394720753453,POINT (-73.983947207535 40.672015047437)
70096559,2026-08-17T09:50:31.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11237.0,BROOKLYN,BROOKLYN,MYRTLE AVENUE,40.69895634916838,-73.91698076189407,POINT (-73.916980761894 40.698956349168)
70100664,2026-08-17T09:50:31.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11210.0,BROOKLYN,BROOKLYN,AVENUE K,40.625599426768,-73.93900362071128,POINT (-73.939003620711 40.625599426768)
70092536,2026-08-17T09:49:18.000,Damaged Tree,Entire Tree Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,10467.0,,BRONX,BAINBRIDGE AVENUE,40.88452273767353,-73.87760804413449,POINT (-73.877608044134 40.884522737674)
70095332,2026-08-17T09:48:48.000,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,11206.0,BROOKLYN,BROOKLYN,MOORE STREET,40.70363046328035,-73.94385169362323,POINT (-73.943851693623 40.70363046328)
70093643,2026-08-17T09:47:49.000,WATER LEAK,SLOW LEAK,Open,HPD,Department of Housing Preservation and Development,10012.0,NEW YORK,MANHATTAN,WEST    3 STREET,40.73051810438381,-74.00032112122716,POINT (-74.000321121227 40.730518104384)
70099254,2026-08-17T09:47:34.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,10457.0,BRONX,BRONX,EAST  181 STREET,40.85037819791208,-73.89078828601482,POINT (-73.890788286015 40.850378197912)
70096522,2026-08-17T09:47:34.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10457.0,BRONX,BRONX,EAST  181 STREET,40.85037819791208,-73.89078828601482,POINT (-73.890788286015 40.850378197912)
70094412,2026-08-17T09:47:18.000,Street Condition,Pothole,Closed,DOT,Department of Transportation,11423.0,QUEENS,QUEENS,,40.725476145414376,-73.76557731286611,POINT (-73.765577312866 40.725476145414)
70091607,2026-08-17T09:47:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,,,BROOKLYN,,,,
70094353,2026-08-17T09:46:20.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11215.0,BROOKLYN,BROOKLYN,21 STREET,40.6611438960968,-73.9930976672841,POINT (-73.993097667284 40.661143896097)
70101397,2026-08-17T09:46:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,11429.0,QUEENS,QUEENS,,40.70558135900644,-73.73971100353083,POINT (-73.739711003531 40.705581359006)
70101313,2026-08-17T09:45:59.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11216.0,BROOKLYN,BROOKLYN,BEDFORD AVENUE,40.67231458004455,-73.95448744149033,POINT (-73.95448744149 40.672314580045)
70098543,2026-08-17T09:45:00.000,Traffic Signal Condition,APS,Closed,DOT,Department of Transportation,,,BRONX,,,,
70098948,2026-08-17T09:44:40.000,Street Condition,Defective Hardware,In Progress,DOT,Department of Transportation,11358.0,FLUSHING,QUEENS,166 STREET,40.75456317123322,-73.8010132713845,POINT (-73.801013271384 40.754563171233)
70102058,2026-08-17T09:44:39.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10035.0,NEW YORK,MANHATTAN,EAST  125 STREET,40.80539537900893,-73.93981775515725,POINT (-73.939817755157 40.805395379009)
70099226,2026-08-17T09:44:39.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10035.0,NEW YORK,MANHATTAN,EAST  125 STREET,40.80539537900893,-73.93981775515725,POINT (-73.939817755157 40.805395379009)
70097891,2026-08-17T09:44:39.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,10035.0,NEW YORK,MANHATTAN,EAST  125 STREET,40.80539537900893,-73.93981775515725,POINT (-73.939817755157 40.805395379009)
70098540,2026-08-17T09:44:23.000,Street Condition,Pothole,Closed,DOT,Department of Transportation,11354.0,QUEENS,QUEENS,,40.76640309843951,-73.81529177019166,POINT (-73.815291770192 40.76640309844)
70092990,2026-08-17T09:44:00.000,Traffic Signal Condition,Bike Signal,Open,DOT,Department of Transportation,,,BRONX,,,,
70097356,2026-08-17T09:43:59.000,Sewer Maintenance,Flooding on Street,In Progress,DEP,Department of Environmental Protection,11434.0,JAMAICA,QUEENS,MARSDEN STREET,40.68722207713028,-73.78371902929605,POINT (-73.783719029296 40.68722207713)
70092962,2026-08-17T09:43:01.000,Street Condition,Pothole,Open,DOT,Department of Transportation,10463.0,BRONX,BRONX,WEST  231 STREET,,,
70097582,2026-08-17T09:42:31.000,Street Condition,Failed Street Repair,In Progress,DOT,Department of Transportation,11102.0,,QUEENS,30 AVENUE,40.7672742075911,-73.92220244328351,POINT (-73.922202443284 40.767274207591)
70102693,2026-08-17T09:42:22.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11419.0,SOUTH RICHMOND HILL,QUEENS,131 STREET,40.688372742427454,-73.81389251055825,POINT (-73.813892510558 40.688372742427)
70100679,2026-08-17T09:41:47.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,11226.0,BROOKLYN,BROOKLYN,CLARKSON AVENUE,40.65514600683399,-73.9545351944366,POINT (-73.954535194437 40.655146006834)
70095794,2026-08-17T09:41:44.000,Street Condition,Pothole,Closed,DOT,Department of Transportation,11411.0,QUEENS,QUEENS,,40.69605612278218,-73.72748331611038,POINT (-73.72748331611 40.696056122782)
70097850,2026-08-17T09:41:42.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10467.0,BRONX,BRONX,BAINBRIDGE AVENUE,40.87590098253407,-73.87957293672517,POINT (-73.879572936725 40.875900982534)
70100612,2026-08-17T09:41:28.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,10456.0,BRONX,BRONX,MARCY PLACE,40.83739648982772,-73.91445174502465,POINT (-73.914451745025 40.837396489828)
70096564,2026-08-17T09:41:28.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,10456.0,BRONX,BRONX,MARCY PLACE,40.83739648982772,-73.91445174502465,POINT (-73.914451745025 40.837396489828)
70095809,2026-08-17T09:41:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,11102.0,QUEENS,QUEENS,,40.76688664794818,-73.92139062903881,POINT (-73.921390629039 40.766886647948)
70095793,2026-08-17T09:40:18.000,Street Condition,Pothole,Closed,DOT,Department of Transportation,11411.0,QUEENS,QUEENS,115 ROAD,,,
70093172,2026-08-17T09:40:12.000,Water Maintenance,Fire Hydrant Leaking,In Progress,DEP,Department of Environmental Protection,11234.0,,BROOKLYN,AVENUE P,40.61721584056832,-73.93716346569128,POINT (-73.937163465691 40.617215840568)
70098936,2026-08-17T09:40:12.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,10461.0,BRONX,BRONX,HONE AVENUE,40.84936998652889,-73.8550817586569,POINT (-73.855081758657 40.849369986529)
70098546,2026-08-17T09:40:00.000,Traffic Signal Condition,APS,Closed,DOT,Department of Transportation,11212.0,BROOKLYN,BROOKLYN,,40.65849649411943,-73.90399108158854,POINT (-73.903991081589 40.658496494119)
70101971,2026-08-17T09:39:43.000,Street Condition,Failed Street Repair,In Progress,DOT,Department of Transportation,11377.0,,QUEENS,45 STREET,40.739416530657806,-73.9203945917616,POINT (-73.920394591762 40.739416530658)
70095778,2026-08-17T09:39:41.000,Street Condition,Pothole,Open,DOT,Department of Transportation,10458.0,BRONX,BRONX,BAINBRIDGE AVENUE,,,
70098529,2026-08-17T09:39:39.000,Street Condition,Pothole,Open,DOT,Department of Transportation,11208.0,BROOKLYN,BROOKLYN,,40.67526038944476,-73.88202260220955,POINT (-73.88202260221 40.675260389445)
70093175,2026-08-17T09:39:25.000,Sewer Maintenance,Manhole Overflow,Closed,DEP,Department of Environmental Protection,11229.0,BROOKLYN,BROOKLYN,KINGS HIGHWAY,40.608508194435615,-73.9588815646739,POINT (-73.958881564674 40.608508194436)
70099961,2026-08-17T09:39:00.000,Traffic Signal Condition,APS,Assigned,DOT,Department of Transportation,10458.0,BRONX,BRONX,,40.85819158042214,-73.88434431213227,POINT (-73.884344312132 40.858191580422)
70095039,2026-08-17T09:38:08.000,WATER LEAK,SLOW LEAK,Open,HPD,Department of Housing Preservation and Development,10012.0,NEW YORK,MANHATTAN,BLEECKER STREET,40.72932961590613,-74.00150455239883,POINT (-74.001504552399 40.729329615906)
70100669,2026-08-17T09:37:52.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,10031.0,NEW YORK,MANHATTAN,BROADWAY,40.829945340880286,-73.94789700793386,POINT (-73.947897007934 40.82994534088)
70092238,2026-08-17T09:37:50.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,10452.0,BRONX,BRONX,WEST  168 STREET,40.8383975079796,-73.92514053942185,POINT (-73.925140539422 40.83839750798)
70097144,2026-08-17T09:37:46.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,10005.0,NEW YORK,MANHATTAN,BROAD STREET,40.70653112258488,-74.0110223971889,POINT (-74.011022397189 40.706531122585)
70097849,2026-08-17T09:37:42.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10030.0,NEW YORK,MANHATTAN,WEST  139 STREET,40.81725290151647,-73.94043566052292,POINT (-73.940435660523 40.817252901516)
70095122,2026-08-17T09:37:23.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,10456.0,BRONX,BRONX,CARROLL PLACE,40.82981640259085,-73.91938667778365,POINT (-73.919386677784 40.829816402591)
70093168,2026-08-17T09:37:06.000,Water Maintenance,Fire Hydrant Running,Closed,DEP,Department of Environmental Protection,10025.0,,MANHATTAN,WEST 113 STREET,40.8060810703871,-73.96530843266166,POINT (-73.965308432662 40.806081070387)
70101275,2026-08-17T09:36:55.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11102.0,ASTORIA,QUEENS,29 AVENUE,40.76965876367574,-73.92540914825146,POINT (-73.925409148251 40.769658763676)
70096813,2026-08-17T09:36:01.000,Damaged Tree,Entire Tree Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,11355.0,FLUSHING,QUEENS,58 AVENUE,40.74380716522077,-73.81977162513522,POINT (-73.819771625135 40.743807165221)
70099912,2026-08-17T09:35:24.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,10452.0,BRONX,BRONX,ELLIOT PLACE,40.8394986896944,-73.91788597085943,POINT (-73.917885970859 40.839498689694)
70095333,2026-08-17T09:34:42.000,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,11216.0,BROOKLYN,BROOKLYN,MADISON STREET,40.68491619395785,-73.94880356833598,POINT (-73.948803568336 40.684916193958)
70096497,2026-08-17T09:34:18.000,WATER LEAK,SLOW LEAK,Open,HPD,Department of Housing Preservation and Development,11207.0,BROOKLYN,BROOKLYN,PILLING STREET,40.68287392390218,-73.90866119837175,POINT (-73.908661198372 40.682873923902)
70093721,2026-08-17T09:34:18.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,11207.0,BROOKLYN,BROOKLYN,PILLING STREET,40.68287392390218,-73.90866119837175,POINT (-73.908661198372 40.682873923902)
70099253,2026-08-17T09:34:14.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,11212.0,BROOKLYN,BROOKLYN,HERZL STREET,40.66568244178942,-73.91457465328504,POINT (-73.914574653285 40.665682441789)
70094348,2026-08-17T09:33:52.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11419.0,SOUTH RICHMOND HILL,QUEENS,LIBERTY AVENUE,40.68881767399487,-73.81749351803121,POINT (-73.817493518031 40.688817673995)
70101547,2026-08-17T09:33:51.000,Water Maintenance,Fire Hydrant Defective,In Progress,DEP,Department of Environmental Protection,11201.0,BROOKLYN,BROOKLYN,MONTAGUE STREET,40.69506941037103,-73.99527589724627,POINT (-73.995275897246 40.695069410371)
70099129,2026-08-17T09:33:38.000,Sidewalk Condition,Broken Sidewalk,In Progress,DOT,Department of Transportation,11361.0,BAYSIDE,QUEENS,NORTHERN BOULEVARD,40.76098585239222,-73.7645968204603,POINT (-73.76459682046 40.760985852392)
70096424,2026-08-17T09:33:27.000,Sidewalk Condition,Broken Sidewalk,In Progress,DOT,Department of Transportation,11434.0,JAMAICA,QUEENS,160 STREET,40.67631938023764,-73.78203831998026,POINT (-73.78203831998 40.676319380238)
70092999,2026-08-17T09:33:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,11201.0,BROOKLYN,BROOKLYN,,40.692051682125,-73.98253964091832,POINT (-73.982539640918 40.692051682125)
70095100,2026-08-17T09:32:45.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,11230.0,BROOKLYN,BROOKLYN,OCEAN AVENUE,40.6349320282981,-73.95811947562665,POINT (-73.958119475627 40.634932028298)
70093412,2026-08-17T09:32:42.000,Sidewalk Condition,Defective Hardware,In Progress,DOT,Department of Transportation,11235.0,BROOKLYN,BROOKLYN,BEDFORD AVENUE,40.58963174498502,-73.94467124429103,POINT (-73.944671244291 40.589631744985)
70093642,2026-08-17T09:32:41.000,WATER LEAK,SLOW LEAK,Open,HPD,Department of Housing Preservation and Development,11226.0,BROOKLYN,BROOKLYN,CLARKSON AVENUE,40.65494689537713,-73.95783660963446,POINT (-73.957836609634 40.654946895377)
70100362,2026-08-17T09:32:37.000,Street Condition,Dumpster - Construction Waste,In Progress,DOT,Department of Transportation,10022.0,,MANHATTAN,EAST 59 STREET,,,
70099508,2026-08-17T09:32:31.000,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,10470.0,BRONX,BRONX,EAST 239 STREET,40.90037533589488,-73.86704157549036,POINT (-73.86704157549 40.900375335895)
70101557,2026-08-17T09:32:20.000,Water Maintenance,Fire Hydrant Running,In Progress,DEP,Department of Environmental Protection,10451.0,BRONX,BRONX,TELLER AVENUE,40.82557055664279,-73.91586528044607,POINT (-73.915865280446 40.825570556643)
70093011,2026-08-17T09:32:00.000,Traffic Signal Condition,Pedestrian Signal,Assigned,DOT,Department of Transportation,11233.0,BROOKLYN,BROOKLYN,,40.687003378643865,-73.917680736278,POINT (-73.917680736278 40.687003378644)
70102025,2026-08-17T09:31:36.000,WATER LEAK,DAMP SPOT,Open,HPD,Department of Housing Preservation and Development,10467.0,BRONX,BRONX,EAST MOSHOLU PARKWAY NORTH,40.87103249702792,-73.88015303948411,POINT (-73.880153039484 40.871032497028)
70094345,2026-08-17T09:31:34.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11210.0,BROOKLYN,BROOKLYN,GLENWOOD ROAD,40.63410540066758,-73.95012157546212,POINT (-73.950121575462 40.634105400668)
70092558,2026-08-17T09:31:22.000,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,11209.0,BROOKLYN,BROOKLYN,73 STREET,40.63325893945687,-74.02897408176605,POINT (-74.028974081766 40.633258939457)
70092253,2026-08-17T09:31:21.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11204.0,BROOKLYN,BROOKLYN,21 AVENUE,40.60992586166817,-73.98914842145048,POINT (-73.98914842145 40.609925861668)
70093692,2026-08-17T09:31:21.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11204.0,BROOKLYN,BROOKLYN,21 AVENUE,40.60992586166817,-73.98914842145048,POINT (-73.98914842145 40.609925861668)
70093696,2026-08-17T09:31:21.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11204.0,BROOKLYN,BROOKLYN,21 AVENUE,40.60992586166817,-73.98914842145048,POINT (-73.98914842145 40.609925861668)
70102074,2026-08-17T09:31:18.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10467.0,BRONX,BRONX,ALLERTON AVENUE,40.86547663690112,-73.86472155137712,POINT (-73.864721551377 40.865476636901)
70095074,2026-08-17T09:31:18.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10467.0,BRONX,BRONX,ALLERTON AVENUE,40.86547663690112,-73.86472155137712,POINT (-73.864721551377 40.865476636901)
70095118,2026-08-17T09:31:18.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,10467.0,BRONX,BRONX,ALLERTON AVENUE,40.86547663690112,-73.86472155137712,POINT (-73.864721551377 40.865476636901)
70095080,2026-08-17T09:31:17.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11207.0,BROOKLYN,BROOKLYN,WARWICK STREET,40.67517410611208,-73.88628760315045,POINT (-73.88628760315 40.675174106112)
70095061,2026-08-17T09:31:17.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11207.0,BROOKLYN,BROOKLYN,WARWICK STREET,40.67517410611208,-73.88628760315045,POINT (-73.88628760315 40.675174106112)
70093654,2026-08-17T09:31:15.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,11233.0,BROOKLYN,BROOKLYN,MARION STREET,40.68129511695734,-73.91509546982012,POINT (-73.91509546982 40.681295116957)
70098575,2026-08-17T09:31:00.000,Traffic Signal Condition,Vehicle Signal,Closed,DOT,Department of Transportation,11413.0,QUEENS,QUEENS,,40.6797295752017,-73.7514752806726,POINT (-73.751475280673 40.679729575202)
70094441,2026-08-17T09:31:00.000,Traffic Signal Condition,Vehicle Signal,Closed,DOT,Department of Transportation,11411.0,QUEENS,QUEENS,,40.702959936700005,-73.74330622684492,POINT (-73.743306226845 40.7029599367)
70099983,2026-08-17T09:31:00.000,Traffic Signal Condition,Ped Lamp,Open,DOT,Department of Transportation,11230.0,BROOKLYN,BROOKLYN,,40.634908442380414,-73.96130808759666,POINT (-73.961308087597 40.63490844238)
70095825,2026-08-17T09:31:00.000,Traffic Signal Condition,Vehicle Signal,Closed,DOT,Department of Transportation,11411.0,QUEENS,QUEENS,,40.70281021256806,-73.74386222276235,POINT (-73.743862222762 40.702810212568)
70094821,2026-08-17T09:30:46.000,Sidewalk Condition,Sidewalk Grating - Defective,In Progress,DOT,Department of Transportation,11236.0,BROOKLYN,BROOKLYN,FOSTER AVENUE,40.65055161688167,-73.90224026552424,POINT (-73.902240265524 40.650551616882)
70100146,2026-08-17T09:30:45.000,Sewer Maintenance,Backup,In Progress,DEP,Department of Environmental Protection,11434.0,JAMAICA,QUEENS,173 STREET,40.673706839943954,-73.76824675680726,POINT (-73.768246756807 40.673706839944)
70094360,2026-08-17T09:30:02.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,10473.0,BRONX,BRONX,BEACH AVENUE,40.81347765389255,-73.86205999114954,POINT (-73.86205999115 40.813477653893)
70099984,2026-08-17T09:30:00.000,Traffic Signal Condition,Vehicle Signal,Closed,DOT,Department of Transportation,11428.0,QUEENS,QUEENS,,40.72246634575706,-73.73691764838857,POINT (-73.736917648389 40.722466345757)
70092172,2026-08-17T09:30:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,10029.0,NEW YORK,MANHATTAN,LEXINGTON AVENUE,40.79552738293273,-73.94386808772106,POINT (-73.943868087721 40.795527382933)
70097222,2026-08-17T09:30:00.000,Traffic Signal Condition,Vehicle Signal,Closed,DOT,Department of Transportation,11429.0,QUEENS,QUEENS,,40.70558135900644,-73.73971100353083,POINT (-73.739711003531 40.705581359006)
70097350,2026-08-17T09:29:56.000,Water Maintenance,Fire Hydrant Running,In Progress,DEP,Department of Environmental Protection,10457.0,BRONX,BRONX,ANTHONY AVENUE,40.84266158934494,-73.90488906119273,POINT (-73.904889061193 40.842661589345)
70099215,2026-08-17T09:28:46.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,10040.0,NEW YORK,MANHATTAN,NAGLE AVENUE,40.86102836819961,-73.92632976802473,POINT (-73.926329768025 40.8610283682)
70101794,2026-08-17T09:28:44.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,11213.0,,BROOKLYN,STERLING PLACE,,,
70091772,2026-08-17T09:28:40.000,Water Maintenance,Fire Hydrant Running Full,Closed,DEP,Department of Environmental Protection,10029.0,,MANHATTAN,EAST 111 STREET,40.79543684556384,-73.94394761976524,POINT (-73.943947619765 40.795436845564)
70093720,2026-08-17T09:28:27.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,11221.0,BROOKLYN,BROOKLYN,JEFFERSON AVENUE,40.68909052971661,-73.91544612999239,POINT (-73.915446129992 40.689090529717)
70099252,2026-08-17T09:28:22.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,11225.0,BROOKLYN,BROOKLYN,MC KEEVER PLACE,40.66500419711665,-73.95901975724732,POINT (-73.959019757247 40.665004197117)
70095079,2026-08-17T09:27:47.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10459.0,BRONX,BRONX,PROSPECT AVENUE,40.83257034569193,-73.89655597789232,POINT (-73.896555977892 40.832570345692)
70093666,2026-08-17T09:27:46.000,WATER LEAK,DAMP SPOT,Open,HPD,Department of Housing Preservation and Development,11421.0,WOODHAVEN,QUEENS,PARK LANE SOUTH,40.69641978487688,-73.85992925985931,POINT (-73.859929259859 40.696419784877)
70093971,2026-08-17T09:27:25.000,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,11234.0,BROOKLYN,BROOKLYN,EAST 35 STREET,40.616739984283534,-73.94042728441818,POINT (-73.940427284418 40.616739984284)
70101931,2026-08-17T09:26:26.000,Street Condition,"Rough, Pitted or Cracked Roads",In Progress,DOT,Department of Transportation,10022.0,,MANHATTAN,EAST 59 STREET,,,
70098490,2026-08-17T09:26:17.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,10039.0,NEW YORK,MANHATTAN,SEVENTH AVENUE,40.824318790731,-73.93711965294742,POINT (-73.937119652947 40.824318790731)
70097105,2026-08-17T09:26:07.000,Dirty Condition,Trash,Closed,DSNY,Department of Sanitation,11420.0,SOUTH OZONE PARK,QUEENS,LEFFERTS BOULEVARD,40.68197666067467,-73.82209481193392,POINT (-73.822094811934 40.681976660675)
